Status,Order Number,Order Date,State,Product Name,SKU,Quantity,Price,Packet Id,Transaction ID,Payment Date,Amount
DELIVERED,242368937497766208_1,2026-01-13,Madhya Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166900,000498036170,2026-01-28,98.2
DELIVERED,242371526928681472_1,2026-01-13,Tamil Nadu,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166904,000498036170,2026-01-28,98.2
DELIVERED,242432437718784064_1,2026-01-13,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166838,000498036170,2026-01-28,98.2
DELIVERED,242492187649288515_1,2026-01-13,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166893,000498036170,2026-01-28,98.2
DELIVERED,242527588283885890_1,2026-01-13,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166889,000498036170,2026-01-28,98.2
DELIVERED,242527956455696832_1,2026-01-13,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166890,000498036170,2026-01-28,98.2
DELIVERED,242570696357235904_1,2026-01-13,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,NP1TBEU05489927,000498036170,2026-01-28,98.2
DELIVERED,242591288655127680_1,2026-01-13,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,85,NP5UFEU00851863,000498036170,2026-01-28,98.2
DELIVERED,242667088354793984_1,2026-01-13,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166820,000498036170,2026-01-28,98.2
DELIVERED,242680679710757888_1,2026-01-13,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166822,000498658846,2026-01-30,0.0
DELIVERED,242699456834755072_1,2026-01-13,Andhra Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,TP2TCEU00666752,000498036170,2026-01-28,98.2
DELIVERED,242729685993183744_1,2026-01-14,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166819,000498036170,2026-01-28,98.2
DELIVERED,242738806086865920_1,2026-01-14,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166823,000498036170,2026-01-28,98.2
DELIVERED,242749314777664448_1,2026-01-14,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,TP2TCEU00666846,000498036170,2026-01-28,98.2
DELIVERED,242794334683581376_1,2026-01-14,Karnataka,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,NP1TBEU05489928,000498036170,2026-01-28,98.2
DELIVERED,242875582812301184_1,2026-01-14,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166821,000498036170,2026-01-28,98.2
DELIVERED,242889258879863808_1,2026-01-14,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166824,,,
DELIVERED,242909492610901888_1,2026-01-14,Karnataka,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166888,,,
DELIVERED,242912559547206592_1,2026-01-14,Manipur,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166886,000498658846,2026-01-30,0.0
DELIVERED,242923798109277120_1,2026-01-14,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,TP1RBEU05166887,000498658846,2026-01-30,0.0
DELIVERED,242959860797983744_1,2026-01-14,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166837,000498658846,2026-01-30,0.0
DELIVERED,242966193421077504_1,2026-01-14,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166830,000498658846,2026-01-30,0.0
DELIVERED,242978057278376896_1,2026-01-14,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166832,000498658846,2026-01-30,0.0
DELIVERED,242978110726392832_1,2026-01-14,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166829,000498658846,2026-01-30,0.0
DELIVERED,243000153729181696_1,2026-01-14,Uttar Pradesh,Lavender & Jasmine Scented Glass Jar Candles | Pack of 2 | Relaxing Floral Aroma | Long Lasting Home Fragrance,YFaO338E,1,189,TP2TCEU00666754,000498658846,2026-01-30,0.0
DELIVERED,243000566398363648_1,2026-01-14,Karnataka,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166883,000498658846,2026-01-30,0.0
RTO_OFD,243004635068143552_1,2026-01-14,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166834,000498307548,2026-01-29,84.24
DELIVERED,243027319021803392_1,2026-01-14,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166836,000498307548,2026-01-29,84.24
DELIVERED,243031730261631233_1,2026-01-14,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166833,000498658846,2026-01-30,0.0
DELIVERED,243056559014584896_1,2026-01-14,Chandigarh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166835,000498658846,2026-01-30,0.0
DELIVERED,243077071457392512_1,2026-01-14,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166827,000498658846,2026-01-30,0.0
DELIVERED,243200173208281664_1,2026-01-15,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,85,TP2TCEU00666753,000498658846,2026-01-30,0.0
DELIVERED,243211558709404096_1,2026-01-15,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166828,000498658846,2026-01-30,0.0
DELIVERED,243213202218066496_1,2026-01-15,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166831,000498658846,2026-01-30,0.0
DELIVERED,243230615991001344_1,2026-01-15,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166882,000498658846,2026-01-30,0.0
DELIVERED,243267932879230784_1,2026-01-15,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166825,000499395520,2026-02-02,84.36
DELIVERED,243272514741114755_1,2026-01-15,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166826,000499395520,2026-02-02,84.36
DELIVERED,243280715037448129_1,2026-01-15,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166876,000499395520,2026-02-02,84.36
RTO_OFD,243299696077218242_1,2026-01-15,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166875,000499395520,2026-02-02,84.36
DELIVERED,243360403307910016_1,2026-01-15,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166880,000499395520,2026-02-02,84.36
DELIVERED,243372333682676608_1,2026-01-15,Uttar Pradesh,Lavender & Jasmine Scented Glass Jar Candles | Pack of 2 | Relaxing Floral Aroma | Long Lasting Home Fragrance,YFaO338E,1,189,TP1RBEU05166877,000499395520,2026-02-02,84.36
DELIVERED,243377691462772992_1,2026-01-15,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166881,000499395520,2026-02-02,84.36
RTO_LOCKED,243391177309723520_1,2026-01-15,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166884,000499395520,2026-02-02,84.36
DELIVERED,243411372923463936_1,2026-01-15,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166885,000499395520,2026-02-02,84.36
DELIVERED,243426899525802880_1,2026-01-15,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166874,000499395520,2026-02-02,84.36
DELIVERED,243433443837651264_1,2026-01-15,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166879,000499395520,2026-02-02,84.36
DELIVERED,243455656141826304_1,2026-01-16,Jharkhand,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166873,000499395520,2026-02-02,84.36
RTO_COMPLETE,243512378680191168_1,2026-01-16,Chandigarh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166872,000499395520,2026-02-02,84.36
DELIVERED,243577631682111808_1,2026-01-16,Madhya Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166878,000499395520,2026-02-02,84.36
DELIVERED,243623711505426624_1,2026-01-16,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166843,000499395520,2026-02-02,84.36
DELIVERED,243655344568707328_1,2026-01-16,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166842,000499395520,2026-02-02,84.36
DELIVERED,243685614510316416_1,2026-01-16,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166840,000499698474,2026-02-03,98.29
SHIPPED,243752839712625536_1,2026-01-16,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,TP1RBEU05166839,000499698474,2026-02-03,98.29
DELIVERED,243793998073844608_1,2026-01-16,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166841,000499395520,2026-02-02,84.36
DELIVERED,243797285134444800_1,2026-01-16,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166870,000499395520,2026-02-02,84.36
DELIVERED,243916793165687040_1,2026-01-17,Haryana,Roll Mills Rose Hanging Perfume | Alcohol-Free Car Air Freshener | Long-Lasting Floral Fragrance | 10 ml,qdJopA_h,1,109,TP1RBEU05166871,000499395520,2026-02-02,84.36
DELIVERED,243974224948275392_1,2026-01-17,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166844,000499395520,2026-02-02,84.36
DELIVERED,244095758101039104_1,2026-01-17,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166846,000499395520,2026-02-02,84.36
DELIVERED,244098626130061570_1,2026-01-17,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166847,000499395520,2026-02-02,84.36
DELIVERED,244175685962191744_1,2026-01-18,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166848,000499395520,2026-02-02,84.36
DELIVERED,244289936809958272_1,2026-01-18,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166849,000499395520,2026-02-02,84.36
DELIVERED,244315200908732672_1,2026-01-18,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166850,000499395520,2026-02-02,84.36
DELIVERED,244350457083111753_1,2026-01-18,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166851,000499395520,2026-02-02,84.36
DELIVERED,244361468710132608_1,2026-01-18,Karnataka,Orange Hanging Car Perfume | Fresh Citrus Aroma | Long-Lasting | Alcohol-Free | 10ml | Roll Mills,PrEQ0yGc,1,99,TP1RBEU05166845,000499698474,2026-02-03,98.29
DELIVERED,244364462761748736_1,2026-01-18,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166864,000499698474,2026-02-03,98.29
DELIVERED,244365373240289600_1,2026-01-18,Telangana,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771500,000499698474,2026-02-03,98.29
RTO_LOCKED,244411032909552512_1,2026-01-18,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166852,000499698474,2026-02-03,98.29
DELIVERED,244437695011793088_1,2026-01-18,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166856,000499698474,2026-02-03,98.29
DELIVERED,244465412843284672_1,2026-01-18,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166853,000499698474,2026-02-03,98.29
DELIVERED,244469046884739328_1,2026-01-18,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166869,000499698474,2026-02-03,98.29
DELIVERED,244477102526220288_1,2026-01-18,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166865,000499698474,2026-02-03,98.29
DELIVERED,244494396687689984_1,2026-01-18,Odisha,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166854,000499698474,2026-02-03,98.29
DELIVERED,244494451456911616_1,2026-01-18,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166867,000499698474,2026-02-03,98.29
DELIVERED,244496057454217216_1,2026-01-18,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166855,000499698474,2026-02-03,98.29
DELIVERED,244525777249675456_1,2026-01-18,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166866,000499698474,2026-02-03,98.29
DELIVERED,244560488382638336_1,2026-01-19,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166868,000499698474,2026-02-03,98.29
DELIVERED,244737980953708544_1,2026-01-19,Karnataka,Orange Hanging Car Perfume | Fresh Citrus Aroma | Long-Lasting | Alcohol-Free | 10ml | Roll Mills,PrEQ0yGc,1,99,TP1RBEU05166857,000499698474,2026-02-03,98.29
DELIVERED,244748798870726976_1,2026-01-19,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166863,000499698474,2026-02-03,98.29
DELIVERED,244884273474215232_1,2026-01-19,Tamil Nadu,Aqua & Lemongrass Hanging Car Perfume | Pack of 2 | Fresh & Cool Fragrance | Long Lasting & Alcohol Free,ZLo4KerQ,1,219,KP1VNBR58771494,000499698474,2026-02-03,98.29
DELIVERED,244904242276770240_1,2026-01-20,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166861,,2026-02-05,98.15
RTO_LOCKED,245062225822391552_1,2026-01-20,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166862,,2026-02-05,98.15
DELIVERED,245110093635558656_1,2026-01-20,Odisha,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771498,,,
DELIVERED,245178950404447488_1,2026-01-20,Uttar Pradesh,Orange & Lemongrass Hanging Car Perfume | Pack of 2 | Fresh Citrus Aroma | Long Lasting & Alcohol Free,RZptPDdB,1,219,KP1VNBR58771499,000499990473,2026-02-04,98.3
DELIVERED,245196548538015168_1,2026-01-20,Karnataka,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771497,,2026-02-05,98.15
DELIVERED,245212118476169667_1,2026-01-20,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,TP1RBEU05166858,,2026-02-05,98.15
RTO_LOCKED,245228060199395904_1,2026-01-20,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166860,,2026-02-05,98.15
RTO_LOCKED,245382070868943296_1,2026-01-21,Maharashtra,"Sank Magic Practice Copybook Set for Kids (4 Books + 1 Pen + 10 Refills + Grip) | Preschool Handwriting Workbook | Reusable Tracing Book for Ages 3+ | Alphabet, Numbers, Drawing & Math Learning",14664,1,119,NP5UFEU00851857,,2026-02-05,98.15
RTO_LOCKED,245395975156440512_1,2026-01-21,Bihar,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,TP1RBEU05166859,,,
DELIVERED,245421720763276544_1,2026-01-21,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771496,,,
DELIVERED,245428335583337921_1,2026-01-21,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771008,,,
SHIPPED,245614007839662656_1,2026-01-21,Maharashtra,"Sank Magic Practice Copybook Set for Kids (4 Books + 1 Pen + 10 Refills + Grip) | Preschool Handwriting Workbook | Reusable Tracing Book for Ages 3+ | Alphabet, Numbers, Drawing & Math Learning",14664,1,119,NP5UFEU00851858,,,
DELIVERED,245616887153861056_1,2026-01-22,Gujarat,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771495,,,
DELIVERED,245899249431388608_1,2026-01-22,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,5,85,NP5UFEU00851859,,,
DELIVERED,245902705107836224_1,2026-01-22,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771004,,,
DELIVERED,245936623326634560_1,2026-01-22,Maharashtra,Lemongrass Car Hanging Perfume | Long-Lasting Fresh Citrus Aroma | Alcohol-Free ? 10ml | Roll Mills,36dFO94D,1,85,KP1VNBR58771001,,,
DELIVERED,246007950137926208_1,2026-01-23,Punjab,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771005,,,
DELIVERED,246148282796253760_1,2026-01-23,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771006,,,
DELIVERED,246150399242053696_1,2026-01-23,Karnataka,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771003,,,
DELIVERED,246173997159719426_1,2026-01-23,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771002,,,
SHIPPED,246283253256942208_1,2026-01-23,Rajasthan,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771009,,,
DELIVERED,246293862411446400_1,2026-01-23,Telangana,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771010,,,
SHIPPED,246319869778326144_1,2026-01-23,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771011,,,
DELIVERED,246338226613428800_1,2026-01-23,Haryana,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,KP1VNBR58771016,,,
DELIVERED,246375788342192192_1,2026-01-24,West Bengal,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,KP1VNBR58771015,,,
DELIVERED,246478155360281152_1,2026-01-24,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771013,,,
DELIVERED,246514227934963776_1,2026-01-24,Andhra Pradesh,Orange Hanging Car Perfume | Fresh Citrus Aroma | Long-Lasting | Alcohol-Free | 10ml | Roll Mills,PrEQ0yGc,2,99,KP1VNBR58771014,,,
SHIPPED,246575010941282432_1,2026-01-24,Assam,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771017,,,
DELIVERED,246610875539124864_1,2026-01-24,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771012,,,
DELIVERED,246656469540401792_1,2026-01-24,Maharashtra,Herbal Twist Car Hanging Perfume | Long-Lasting Fresh Fragrance | Alcohol-Free ? 10ml | Roll Mills,O6AoNP7n,1,99,KP1VNBR58771030,,,
DELIVERED,247011501362423874_1,2026-01-25,Uttar Pradesh,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,99,KP1VNBR58771031,,,
DELIVERED,247088985204191872_1,2026-01-26,West Bengal,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771018,,,
SHIPPED,247169256368763520_1,2026-01-26,Kerala,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771019,,,
CANCELLED,247206026953400768_1,2026-01-26,Jammu & Kashmir,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,85,KP1VNBR58771034,,,
SHIPPED,247263065666789824_1,2026-01-26,Assam,Roll Mills Rose Hanging Perfume | Alcohol-Free Car Air Freshener | Long-Lasting Floral Fragrance | 10 ml,qdJopA_h,1,95,KP1VNBR58771036,,,
SHIPPED,247264252856148480_1,2026-01-26,Maharashtra,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,1,99,KP1VNBR58771026,,,
DELIVERED,247267048682725888_1,2026-01-26,Delhi,Premium OUD Hanging Car Perfume | Long-Lasting Freshener | Alcohol-Free | 10ml | Roll Mills ,_hzWI1rq,2,85,KP1VNBR58771023,,,
